"COD_STRUTTURA_OD","COD_STRUTTURA","COD_REGIONE","COD_ASL","STRUTTURA","PARTITA_IVA","SITO_WEB","E_MAIL","COD_COMUNE","COMUNE","INDIRIZZO","CAP","TELEFONO","FAX","COD_TIPO_ASSISTENZA","ASSISTENZA","COD_TIPO_RAPPORTO","TIPO_RAPPORTO","TIPO_STRUTTURA","LATITUDINE_P","LONGITUDINE_P","LATITUDINE_V","LONGITUDINE_V"
"STR042101050402S05","050402","042","101","CENTRO SALUTE MENTALE MEZZOCORONA","01429410226","www.apss.tn.it","angelo.mercurio@tn.apss.tn.it","022116","MEZZOCORONA","VIA CANE   13","38016","0461604396","0461607440","S05","ASSISTENZA PSICHIATRICA","1","STRUTTURA DIRETTAMENTE GESTITA","ALTRO TIPO DI STRUTTURA TERRITORIALE","46.215351","11.121026","46,215351","11,121026"
"STR042101050403S05","050403","042","101","CENTRO DIURNO PSICHIATRICO MEZZOCORONA","01429410226","www.apss.tn.it","angelo.mercurio@tn.apss.tn.it","022116","MEZZOCORONA","VIA CANE   13","38016","0461604396","0461607440","S05","ASSISTENZA PSICHIATRICA","1","STRUTTURA DIRETTAMENTE GESTITA","STRUTTURA SEMIRESIDENZIALE","46.215351","11.121026","46,215351","11,121026"
"STR042101050404S04","050404","042","101","CONSULTORIO MEZZOLOMBARDO","01429410226"," "," ","022117","MEZZOLOMBARDO","VIA DAMIANO CHIESA  6","38017","0461611276"," ","S04","ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE","1","STRUTTURA DIRETTAMENTE GESTITA","ALTRO TIPO DI STRUTTURA TERRITORIALE","46.214023","11.096143","46,214023","11,096143"
"STR042101050406S01","050406","042","101","CENTRO SANITARIO TRENTINO","02129990228","www.centrosanitariotrentino.it","info@centrosanitariotrentino.it","022117","MEZZOLOMBARDO","VIA ALCIDE DEGASPERI  75","38017","0461606145","0461607489","S01","ATTIVITA` CLINICA","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.210909","11.093893","46,210909","11,093893"
"STR042101050406S02","050406","042","101","CENTRO SANITARIO TRENTINO","02129990228","www.centrosanitariotrentino.it","info@centrosanitariotrentino.it","022117","MEZZOLOMBARDO","VIA ALCIDE DEGASPERI  75","38017","0461606145","0461607489","S02","DIAGNOSTICA STRUMENTALE E PER IMMAGINI","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.210820","11.093741","46,210820","11,093741"
"STR042101050407S12","050407","042","101","FONDAZIONE HOSPICE TRENTINO ONLUS","02448380225"," ","info@fondazionehospicetn.it","022205","TRENTO","VIA C  MENGUZZATO  48","38123","0461239131"," ","S12","ASSISTENZA AI MALATI TERMINALI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","11.137198","46.038432","11,137198","46,038432"
"STR042101050501S01","050501","042","101","OSPEDALE  CLASSIFICATO S.CAMILLO","01008231001","www.sancamillo.com","direzione.tn@figliesancamillo.it","022205","TRENTO","VIA GIOVANELLI  19","38122","0461216111","0461230334","S01","ATTIVITA` CLINICA","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.065474","11.131722","46,065474","11,131722"
"STR042101050501S02","050501","042","101","OSPEDALE  CLASSIFICATO S.CAMILLO","01008231001","www.sancamillo.com","direzione.tn@figliesancamillo.it","022205","TRENTO","VIA GIOVANELLI  19","38122","0461216111","0461230334","S02","DIAGNOSTICA STRUMENTALE E PER IMMAGINI","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.065474","11.131722","46,065474","11,131722"
"STR042101050502S09","050502","042","101","RSAO S. CAMILLO","01008231001","www.sancamillo.com","direzione@sancamillo.com","022205","TRENTO","VIA GIOVANELLI  19","38122","0461216111","0461230334","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.065474","11.131722","46,065474","11,131722"
"STR042101050801S04","050801","042","101","CONSULTORIO TRENTO","01429410226","www.apss.tn.it","consultorio.familiare.trento1@apss.tn.it","022205","TRENTO","VIA MALTA  12","38122","0461902190","0461902199","S04","ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE","1","STRUTTURA DIRETTAMENTE GESTITA","ALTRO TIPO DI STRUTTURA TERRITORIALE","46.061995","11.127296","46,061995","11,127296"
"STR042101050802S05","050802","042","101","CENTRO SALUTE MENTALE TRENTO","01429410226","www.apss.tn.it","francesca.munerati@apss.tn.it","022205","TRENTO","VIA SAN GIOVANNI BOSCO","38122","0461902870","0461902874","S05","ASSISTENZA PSICHIATRICA","1","STRUTTURA DIRETTAMENTE GESTITA","ALTRO TIPO DI STRUTTURA TERRITORIALE","46.064674","11.126155","46,064674","11,126155"
"STR042101050803S05","050803","042","101","CENTRO DIURNO PSICHIATRICO TRENTO","01429410226","www.apss.tn.it","francesca.munerati@apss.tn.it","022205","TRENTO","VIA PETRARCA  1","38122","0461902850","0461902854","S05","ASSISTENZA PSICHIATRICA","1","STRUTTURA DIRETTAMENTE GESTITA","STRUTTURA SEMIRESIDENZIALE","46.072410","11.123830","46,072410","11,123830"
"STR042101050804S05","050804","042","101","APP.TO DEL FARE INSIEME 'VIALE TRIESTE'",," "," ","022205","TRENTO","VIALE TRIESTE  29","38122","0461987110"," ","S05","ASSISTENZA PSICHIATRICA","1","STRUTTURA DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.065273","11.136137","46,065273","11,136137"
"STR042101050805S05","050805","042","101","APP.TO DEL FARE INSIEME 'P.ZZA MOSTRA NORD'",," "," ","022205","TRENTO","PIAZZA MOSTRA  7","38122","0461232874"," ","S05","ASSISTENZA PSICHIATRICA","1","STRUTTURA DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.070842","11.125939","46,070842","11,125939"
"STR042101050806S05","050806","042","101","APP.TO DEL FARE INSIEME 'P.ZZA MOSTRA SUD'",," "," ","022205","TRENTO","PIAZZA MOSTRA  7","38122","0461231535"," ","S05","ASSISTENZA PSICHIATRICA","1","STRUTTURA DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.070842","11.125939","46,070842","11,125939"
"STR042101050807S05","050807","042","101","COMUNITA' 'CASA DEL SOLE'","01429410226"," "," ","022205","TRENTO","VIA MENGUZZATO  50","38123","0461390472"," ","S05","ASSISTENZA PSICHIATRICA","1","STRUTTURA DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.039027","11.135236","46,039027","11,135236"
"STR042101050808S05","050808","042","101","CASA DELL'AUTO AIUTO",," "," ","022205","TRENTO","VIA DELLA COLLINA  10","38121","0461234972"," ","S05","ASSISTENZA PSICHIATRICA","1","STRUTTURA DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.069696","11.130921","46,069696","11,130921"
"STR042101050903S01","050903","042","101","NEUROPSICHIATRIA INFANTILE - UONPI 1","01429410226","www.apss.tn.it"," ","022205","TRENTO","VIALE VERONA","38123","0461902100","0461902074","S01","ATTIVITA` CLINICA","1","STRUTTURA DIRETTAMENTE GESTITA","ALTRO TIPO DI STRUTTURA TERRITORIALE","46.0451","11.1290","46,0451","11,1290"
"STR042101051200S03","051200","042","101","LABORATORI ADIGE SRL","00258400225","www.laboratorioadige.it","laboratorio.adige@tin.it","022205","TRENTO","VIA GAZZOLETTI  12","38122","0461220077","0461220124","S03","ATTIVITA` DI LABORATORIO","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.072330","11.122465","46,072330","11,122465"
"STR042101051300S03","051300","042","101","LABORATORIO DRUSO SRL","00604710228"," ","laboratoriodruso@cemargroup.com","022205","TRENTO","VIA LAVISOTTO  121","38122","0461231314","0461260110","S03","ATTIVITA` DI LABORATORIO","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.064269","11.121447","46,064269","11,121447"
"STR042101051401S01","051401","042","101","CASA DI CURA VILLA BIANCA SPA","00123990228"," ","vb@villabiancatrento.it","022205","TRENTO","VIA PIAVE  78","38122","0461916000","0461916874","S01","ATTIVITA` CLINICA","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.063077","11.126697","46,063077","11,126697"
"STR042101051401S02","051401","042","101","CASA DI CURA VILLA BIANCA SPA","00123990228"," ","vb@villabiancatrento.it","022205","TRENTO","VIA PIAVE  78","38122","0461916000","0461916874","S02","DIAGNOSTICA STRUMENTALE E PER IMMAGINI","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.063077","11.126697","46,063077","11,126697"
"STR042101051401S03","051401","042","101","CASA DI CURA VILLA BIANCA SPA","00123990228"," ","vb@villabiancatrento.it","022205","TRENTO","VIA PIAVE  78","38122","0461916000","0461916874","S03","ATTIVITA` DI LABORATORIO","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.063077","11.126697","46,063077","11,126697"
"STR042101051501S01","051501","042","101","CENTRO SERVIZI SANITARI","01429410226","www.apss.tn.it"," ","022205","TRENTO","VIALE VERONA","38123","0461902229","0461902272","S01","ATTIVITA` CLINICA","1","STRUTTURA DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.0451","11.1290","46,0451","11,1290"
"STR042101051501S02","051501","042","101","CENTRO SERVIZI SANITARI","01429410226","www.apss.tn.it"," ","022205","TRENTO","VIALE VERONA","38123","0461902229","0461902272","S02","DIAGNOSTICA STRUMENTALE E PER IMMAGINI","1","STRUTTURA DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.0451","11.1290","46,0451","11,1290"
"STR042101051501S03","051501","042","101","CENTRO SERVIZI SANITARI","01429410226","www.apss.tn.it"," ","022205","TRENTO","VIALE VERONA","38123","0461902229","0461902272","S03","ATTIVITA` DI LABORATORIO","1","STRUTTURA DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.0451","11.1290","46,0451","11,1290"
"STR042101051502S01","051502","042","101","PSICOLOGIA CLINICA","01429410226","www.apss.tn.it","psicologiatn@mail.apss.tn.it","022205","TRENTO","VIALE VERONA","38123","0461902100","0461902074","S01","ATTIVITA` CLINICA","1","STRUTTURA DIRETTAMENTE GESTITA","ALTRO TIPO DI STRUTTURA TERRITORIALE","46.0451","11.1290","46,0451","11,1290"
"STR042101051600S06","051600","042","101","SER.T","01429410226","www.apss.tn.it","SertTrento@apss.tn.it","022205","TRENTO","VIA GOCCIADORO  47","38122","0461364777","0461364780","S06","ASSISTENZA PER TOSSICODIPENDENTI","1","STRUTTURA DIRETTAMENTE GESTITA","ALTRO TIPO DI STRUTTURA TERRITORIALE","46.057068","11.129975","46,057068","11,129975"
"STR042101051800S02","051800","042","101","TECNOMED S.R.L.","01261040222"," ","info@tecnomed-trento.it","022205","TRENTO","VIA PAOLO BORSELLINO  3","38122","0461230005","0461931338","S02","DIAGNOSTICA STRUMENTALE E PER IMMAGINI","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.047484","11.1283753","46,047484","11,1283753"
"STR042101051900S04","051900","042","101","CONSULTORIO FAMILIARE UCIPEM","01464370228"," ","consultorioucipem@virgilio.it","022205","TRENTO","VIA FERRUCCIO  1","38122","0461233004","0461223196","S04","ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE","2","STRUTTURA NON DIRETTAMENTE GESTITA","ALTRO TIPO DI STRUTTURA TERRITORIALE","46.068851","11.125927","46,068851","11,125927"
"STR042101052000S09","052000","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - CIVICA TRENTO - S.BARTOLOMEO","00260880224","www.civicatnapsp.it","segreteria@civicatnapsp.it","022205","TRENTO","VIA DELLA MALPENSADA  156","38122","0461385000","0461385001","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.0456343","11.1325757","46,0456343","11,1325757"
"STR042101052001S09","052001","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - ""BEATO DE TSCHIDERER"" -","00833600224","www.iaps.it","iaps.tn@iaps.tn","022205","TRENTO","VIA PIAVE  108","38122","0461273414","0461273458","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.063465","11.126997","46,063465","11,126997"
"STR042101052002S09","052002","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CAVEDINE","00587400227","www.residenzavalledeilaghi.it","segreteria@residenzavalledeilaghi.it","022053","CAVEDINE","VIA OSPEDALE  24","38073","0461568510","0461568324","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","45.9947176","10.972357","45,9947176","10,972357"
"STR042101052003S09","052003","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA POVO","00358520229","www.apspgrazioli.it","info@rsagrazioli.it","022205","TRENTO","VIA DELLA RESISTENZA  63   POVO","38123","0461810688","0461811487","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.068501","11.160766","46,068501","11,160766"
"STR042101052004S09","052004","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA MEZZOCORONA","00375880226","www.upipa.tn.it","rsa@casacristiani.it","022116","MEZZOCORONA","VIA B CRISTANI  38","38016","0461605303","0461604262","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.231153","11.119423","46,231153","11,119423"
"STR042101052005S09","052005","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA MEZZOLOMBARDO","01144840228","www.sangiovanni.tn.it","upipa.mezzolombardo@mail.infotn.it","022117","MEZZOLOMBARDO","VIA DAMIANO CHIESA  6","38017","0461613711","0461613799","S09","ASSISTENZA AGLI ANZIANI","1","STRUTTURA DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.212968","11.09631","46,212968","11,09631"
"STR042101052007S09","052007","042","101","RSA - SPES VIA VENETO - TRENTO","00251510228","www.gruppospes.it","residenzaviaveneto@gruppospes.it","022205","TRENTO","VIA VENETO  63","38122","0461369111","0461369555","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.059552","11.125229","46,059552","11,125229"
"STR042101052008S09","052008","042","101","RSA - SPES VILLA BELFONTE - TRENTO","00251510228","www.gruppospes.it","villabelfonte@gruppospes.it","022205","TRENTO","VIA VILLA BELFONTE  12","38123","0461920294","0461917256","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.045064","11.150021","46,045064","11,150021"
"STR042101052009S09","052009","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA LAVIS","00322440223","www.rsalavis.it","info@rsalavis.it","022103","LAVIS","VIA ORTI  50","38015","0461246308","0461246967","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.136261","11.111185","46,136261","11,111185"
"STR042101052010S06","052010","042","101","ASSOCIAZIONE CENTRO ANTIDROGA","00949850226","www.centroantidroga-tn.it","camparta@gmail.com","022205","TRENTO","MASO ZANCANELLA   GARDOLO","38121","0461961336","0461991351","S06","ASSISTENZA PER TOSSICODIPENDENTI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.139283","11.131145","46,139283","11,131145"
"STR042101052011S09","052011","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CIVICA ANGELI CUSTODI","00260880224","www.civicatnapsp.it","segreteria@civicatnapsp.it","022205","TRENTO","VIA DELLA COLLINA  2","38121","0461207711","0461207704","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.069457","11.130534","46,069457","11,130534"
"STR042101052012S09","052012","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CIVICA GABBIOLO","00260880224","www.civicatnapsp.it","segreteria@civicatnapsp.it","022205","TRENTO","VIA ZNOJMO  16   GABBIOLO DI POVO","38123","0461911517","0461913289","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.051609","11.149423","46,051609","11,149423"
"STR042101052013S09","052013","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CIVICA GARDOLO","00260880224","www.civicatnapsp.it","segreteria@civicatnapsp.it","022205","TRENTO","VIA AEROPORTO  38   GARDOLO","38121","0461950080","0461960586","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.107495","11.100706","46,107495","11,100706"
"STR042101052014S09","052014","042","101","CENTRO DIURNO PER ANZIANI - GARDOLO - TN","01522650223"," ","kaleidoscopio@consolida.it","022205","TRENTO","VIA S ANNA  5","38121","0461816047","0461819056","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA SEMIRESIDENZIALE","46.109338","11.110928","46,109338","11,110928"
"STR042101052015S01","052015","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA LAVIS - AMB.FKT","00322440223","www.rsalavis.it","info@apsplavis.it","022103","LAVIS","VIA ORTI  50","38015","0461246308","0461246967","S01","ATTIVITA` CLINICA","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.136261","11.111185","46,136261","11,111185"
"STR042101052016S09","052016","042","101","CENTRO DIURNO PER ANZIANI - CLARINA - TN","01274180221","http://www.delfino.coop","delfino@consolida.it","022205","TRENTO","VIA GRAMSCI  36","38123","0461825296","0461420004","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA SEMIRESIDENZIALE","46.053467","11.124690","46,053467","11,124690"
"STR042101052017S09","052017","042","101","CENTRO DIURNO PER ANZIANI - RAVINA - TN","00980950224","www.faicoop.com","info@faicoop.com","022205","TRENTO","VIA BELVEDERE  4","38123","0461825296","0461420004","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA SEMIRESIDENZIALE","46.038443","11.107456","46,038443","11,107456"
"STR042101052018S09","052018","042","101","CENTRO DIURNO PER ANZIANI - MATTARELLO - TN","01288620220","www.cooperativasad.it","info@cooperativasad.it","022205","TRENTO","VIA DON TRENTINI  6","38123","0461239596","046123445","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA SEMIRESIDENZIALE","46.005099","11.128420","46,005099","11,128420"
"STR042101052019S09","052019","042","101","CENTRO DIURNO PER ANZIANI - POVO - TN","00358520229","http://www.apspgrazioli.it/","info@apspgrazioli.it","022205","TRENTO","VIA DELLA RESISTENZA  61/F","38123","0461818102","0461818129","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA SEMIRESIDENZIALE","46.069256","11.161066","46,069256","11,161066"
"STR042101052020S09","052020","042","101","CENTRO DIURNO ALZHEIMER - TRENTO","00260880224","http://www.civicatnapsp.it/","segreteria@civicatnapsp.it","022205","TRENTO","VIA S GIOVANNI BOSCO  10","38122","0461385000","0461385001","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA SEMIRESIDENZIALE","46.064656","11.126563","46,064656","11,126563"
"STR042101052021S11","052021","042","101","CASA SERENA - ANFFAS -CENTRO RESIDENZIALE DISABILI - TRENTO","01785780220","www.anffas.tn.it","associazione@anffas.tn.it","022205","TRENTO","VIA G B  TRENER  8","38121","0461407511","0461407500","S11","ASSISTENZA AI DISABILI PSICHICI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","11.114954","46.093598","11,114954","46,093598"
"STR042101052022S11","052022","042","101","CENTRO DIURNO SOCIO RIAB. PER DISABILI ANFFAS - IL PAESE DI OZ - TRENTO","01785780220","www.ilpaesedioz.anffas.tn.it","ilpaesedioz@anffas.tn.it","022205","TRENTO","VIA AOSTA  1   VIA FERMI  40","38122","0461923725","0461935785","S11","ASSISTENZA AI DISABILI PSICHICI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA SEMIRESIDENZIALE","11.128063","46.056658","11,128063","46,056658"
"STR042101052023S07","052023","042","101","CTS - COMUNITA' ACCOGLIENZA AIDS","01190120228","www.citiesse.org","info@citiesse.org","022205","TRENTO","LAMAR DI GARDOLO","38122","0461933179","0461933048","S07","ASSISTENZA AIDS","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.118392","11.10613","46,118392","11,10613"
"STR042101052024S10","052024","042","101","CENTRO DIURNO SOCIO RIAB. PER DISABILI FRANCA MARTINI - A.T.S.M. - TRENTO","96022060220","www.atsm-cfm.org","atsmtn@libero.it;info@atsm.191.tn.it","022205","TRENTO","VIA T  TARAMELLI  8/C    VIA DEGASPERI  126/2","38121","04611788701","0461238113","S10","ASSISTENZA AI DISABILI FISICI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA SEMIRESIDENZIALE","46.061280","11.116986","46,061280","11,116986"
"STR042101052025S11","052025","042","101","COMUNITA' SOCIOSANIT. PER MINORI- GRUPPO APPARTAMENTO LOC. CAMPOTRENTINO","01437380221","www.appm.it","residenzialecampotrentino@appm.it","022205","TRENTO","VIA ZAMBRA  11","38121","0461829896","0461824666","S11","ASSISTENZA AI DISABILI PSICHICI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.0916099","11.1179487","46,0916099","11,1179487"
"STR042101052026S01","052026","042","101","ASSOCIAZIONE TRENTINA SCLEROSI MULTIPLA, ONLUS","96022060220","www.atsm-cfm.org","atsmtn@libero.it","022205","TRENTO","VIA TARAMELLI  8/C","38122","0461238111","0461238080","S01","ATTIVITA` CLINICA","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.061280","11.116986","46,061280","11,116986"
"STR042101052027S01","052027","042","101","ANFFAS TRENTINO ONLUS","01785780578","www.anffas.tn.it","ilpaesedioz@anffas.tn.it","022205","TRENTO","VIA AOSTA  1","38123","0461407511","0461407500","S01","ATTIVITA` CLINICA","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.056699","11.128047","46,056699","11,128047"
"STR042101052028S01","052028","042","101","COOPERATIVA SOCIALE IRIFOR DEL TRENTINO ONLUS","02085130223","www.irifor.it","segreteria@irifor.it","022205","TRENTO","VIA DELLA MALVASIA  15","38122","04611959595","04611959596","S01","ATTIVITA` CLINICA","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.077818","11.123928","46,077818","11,123928"
"STR042101052029S11","052029","042","101","ASSOCIAZIONE CENTRO ANTIDROGA ONLUS-COMUNITA' TERAP. PER LA CURA DEI DISTURBI ALIMENTARI","00949850226","www.centrocuradisturbialimentari-tn.it","amministrazionecad@gmail.com","022205","TRENTO","VIA PALAZZINE   MASO ZANCANELLA","38122","0461960338","0461961336","S11","ASSISTENZA AI DISABILI PSICHICI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.114409","11.104479","46,114409","11,104479"
"STR042101052100S01","052100","042","101","AGSAT ASSOCIAZIONE GENITORI SOGGETTI AUTISTICI TRENTINI","01915050221","www.agsat.org","segreteria@agsat.org","022205","TRENTO","VIA MARONI  15","38122","0461420351","0461427544","S01","ATTIVITA` CLINICA","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.076842","11.114704","46,076842","11,114704"
"STR042101052103S01","052103","042","101","AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA POVO - AMB. FKT","00358920229","www.apspgrazioli.it","info@apspgrazioli.it","022205","TRENTO","VIA DELLA RESISTENZA  63   FR  POVO","38123","0461810688","0461811487","S01","ATTIVITA` CLINICA","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.068501","11.160766","46,068501","11,160766"
"STR042101052200S06","052200","042","101","COMUNITA' DI ACCOGLIENZA CASA DI GIANO","01190120228","www.giano.org","accoglienza@citiesse.org","022248","VALLELAGHI","VIA DI MAIANO  55   LOCALITA  S  MASSENZA","38070","0461864106","0461933048","S06","ASSISTENZA PER TOSSICODIPENDENTI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.075294","10.984083","46,075294","10,984083"
"STR042101052300S06","052300","042","101","COMUNITA' TERAPEUTICA CASA DI GIANO","01190120228","www.citiesse.org","comunita@citiesse.org","022248","VALLELAGHI","VIA DI MAIANO  55   LOCALITA  S MASSENZA","38070","0461864106","0461933048","S06","ASSISTENZA PER TOSSICODIPENDENTI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.075294","10.984083","46,075294","10,984083"
"STR042101052400S01","052400","042","101","CST TRENTO","02237150228","www.csttrento.it","info@csttrento.it","022205","TRENTO","VIA G B  TRENER  2/2","38121","0461830596","0461426581","S01","ATTIVITA` CLINICA","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.093287","11.114829","46,093287","11,114829"
"STR042101052400S02","052400","042","101","CST TRENTO","02237150228","www.csttrento.it","info@csttrento.it","022205","TRENTO","VIA G B  TRENER  2/2","38121","0461830596","0461426581","S02","DIAGNOSTICA STRUMENTALE E PER IMMAGINI","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.093287","11.114829","46,093287","11,114829"
"STR042101055401S09","055401","042","101","RSA - SPES CASA FAMIGLIA - TRENTO","00251510228","www.gruppospes.it","casafamiglia@gruppospes.it","022205","TRENTO","VIA DELLA COLTURA 138   LOC  CADINE","38123","0461236566","0461233551","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.065503","11.120083","46,065503","11,120083"
"STR042101055500S01","055500","042","101","A.P.S.P. 'BEATO DE TSCHIDERER' - AMB. LOGO-AUDIOP.","00833600224","www.iaps.it","info@iaps.it","022205","TRENTO","VIA PIAVE  108","38122","0461273414","0461273458","S01","ATTIVITA` CLINICA","2","STRUTTURA NON DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.063465","11.126997","46,063465","11,126997"
"STR042101056000S09","056000","042","101","RSA VALLE DI CEMBRA","00251510228","www.gruppospes.it","valledicembra@gruppospes.it","022241","CEMBRA LISIGNAGO","LOC  BEDIN  4","38030","0461680055","0461683394","S09","ASSISTENZA AGLI ANZIANI","2","STRUTTURA NON DIRETTAMENTE GESTITA","STRUTTURA RESIDENZIALE","46.161795","11.198441","46,161795","11,198441"
"STR042101060201S01","060201","042","101","PRESIDIO OSPEDALIERO DI CLES","01429410226","www.apss.tn.it"," ","022062","CLES","VIALE DEGASPERI 31","38023","0463660705","0463660758","S01","ATTIVITA` CLINICA","1","STRUTTURA DIRETTAMENTE GESTITA","AMBULATORIO E LABORATORIO","46.3608","11.0323","46,3608","11,0323"
