url,Storia,Attivita,Nome,Data di nascita,Luogo di Morte,Luogo di Nascita,La vita,Data di morte
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=349288&Pag=59&IdSel=43,,artista,Bettineschi Mariella,1948,,Brescia,"Nasce nel 1948 a Brescia. Nel 1970 si diploma all'Accademia Carrara di Bergamo. Negli anni ottanta manifesta fortemente la necessita di una ricerca a largo raggio legata alla manipolazione dei materiali.Nel 1988 partecipa alla XLIII Biennale di Venezia, invitata da Achille Bonito Oliva, dove espone Colonna d'ombra e Dove la notte tende le sue trappole; nel 1990 esce la sua prima monografia curata da Achille Bonito Oliva. Il forte interesse per l'architettura e lo spazio che la contiene la portano, nel 1992, a lavorare per alcune installazioni in tre luoghi differenti, Paesaggio in nero, alla Villa Reale di Monza: consistente in tre sculture nere che si frammentano in Sii plurale come l'universo, alla galleria Gariboldi di Milano e si tramutano in 100 carrelli a colori nella mostra Paesaggio plurale presso l'ex chiesa dalla Maddalena a Bergamo.Concepisce il progetto Textile produkt nel 1993 insieme ad altri artisti che intervengono a costruire le loro opere direttamente in fabbrica. L'anno seguente espone per la prima volta disegni, progetti di architettura, fotografie nella mostra Appunti alla galleria Casati di Bergamo, presentata da un testo di Paolo della Grazia. Nel 1995 l'artista realizza i Mobili: oggetti in vetroresina e nel 1997 gli Abiti, una riflessione legata all'abito come architettura e costruito di volta in volta, in rete d'acciaio, carta, poliuretano, piombo, carta da lucido. La mostra La vestizione della sposa e del 1999 presentata presso il Kunsterein di Heidelberg. La sposa che era stata messa a nudo da Marcel Duchamp qui si riveste conquistandosi una collocazione di primo piano nel mondo. Nel 2001 inaugura con Aurelio Andrighetto a Genova Concentrazione, Disseminazione, un'esposizione presso la Galleria Rosa Leonardi. BibliografiaAltamira A., Linguaggio/ immagine (cat. mostra), Milano, Archivio Nuova Scrittura, 1993;I musicanti di Brema (cat. mostra), Viterbo, Galleria Miralli, 1994Vettese A. (a cura di), Contemporanei, dalle collezioni private di Bergamo (cat. mostra), Sala dell'Assessorato alla Cultura della Provincia di Bergamo, 1995;Grazioli E. (testo di), Periferie 1996 (cat. mostra), Fermo, Villa Vitali, 1996;Grazioli E. (testo di), Abiti/Clothes, Milano, 1997;Grazioli L. (testo di), Rubata al tempo (cat. mostra), San Gimignano, Galleria Continua, 1998;Gercke H., Romano G., Verzotti G. (testi di), La vestizione della sposa (cat. mostra), Darmstadt, Galerie Doris Wullkopf, 1999;De Carli C. (a cura di), Mariella Bettineschi: ritratti (cat. mostra), Bergamo, Facolta di Lingue e Letterature Straniere, 2001Boschiero N. (a cura di), Il deposito della Grazia e l'archivio di Nuova Scrittura, (cat. mostra), Rovereto, Archivio del '900, 2001",
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50770&Pag=60&IdSel=43, La cultura delle riviste e degli annuari,"Antifascista, storica",Bittanti Battisti Ernesta,1871,Trento,Brescia,Per una breve biografia clicca qui >>(http://www.degasperi.net/scheda_fonti.php?id_obj=4081&obj_type=f12&parent_cat=),1957
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=197565&Pag=61&IdSel=64,,artista,Bonacina Carlo,29/09/1905,,Mestrino,"Nasce a Mestrino, in provincia di Padova, il 29 settembre 1905; da genitori di origine lombarda. Nonostante inizi a frequentare l'Accademia di Brera, nel 1922 si trasferisce a Venezia, dove prosegue i propri studi con i maestri Virgilio Guidi per la pittura e Emanuele Brugnoli per l'incisione. Tra il 1926 e il 1929 viene invitato ad esporre a Ca' Pesaro. Nel 1928, e poi frequentemente durante negli anni Trenta, partecipa alla Biennale Internazionale di Venezia. Nel 1930 ha luogo la sua prima personale a Crema presso Palazzo Bonzi, dove presenta opere influenzate dall'ambiente artistico milanese legato a Novecento. Nel 1932 si trasferisce definitivamente nel Trentino dove prosegue la ricerca avviata con ottimi risultati e riconoscimenti a Milano, accanto ai grandi maestri italiani del tempo. Si dedica con passione all'affresco murale, realizzando cicli di soggetto religioso per molte chiese trentine, ma anche lombarde e veronesi. A Trento stringe amicizia con Gino Pancheri, artista come lui allineato con la poetica di Novecento E' presente a Firenze (1933) alla Mostra del Sindacato Fascista di Belle Arti, poi a Roma nel 1935, e ancora nel 1939, alla Quadriennale d'Arte Nazionale. Assai significative sono le sue mostre di incisione negli anni Quaranta e soprattutto Cinquanta. E' impegnato ad eseguire opere a carattere religioso come testimoniano le numerose esposizioni di arte sacra a Bergamo (1946,1948) ma anche a San Paolo (1952), Rio de Janeiro (1953). Durante la sua lunga carriera realizza numerose decorazioni parietali ad affresco in edifici pubblici ed ecclesiastici in Veneto, Trentino e Lombardia; tra le altre S. Innocenzo nel 1942 per la chiesa di Cloz e Maternita e infanzia del 1951 per la casa dell'O.N.M.I. di Trento. Nel secondo dopoguerra trasforma il proprio linguaggio pittorico, sperimentando e ridefinendo nuovi modelli compositivi. Scrive di critica d'arte su alcune riviste e giornali: ""Alto Adige"" e ""Corriere di Trieste"". Importanti mostre negli ultimi anni - a Castel Stenico nel 1985, l'anno seguente a Palazzo delle Albere a Trento ed infine a Palazzo Trentini nel 1993 - lo consacrano tra i maestri degli artisti trentini. Alla fine degli anni Quaranta nella sua pittura si ravvisa l'avvenuto distacco dalle forme arcaiche degli anni Trenta; la pittura si fa piu fluida, libera dall'imposizione plastica, prima rivolta ad un generico neo-espressionismo, poi attratta nell'area di un astrattismo lirico, che viene a coincidere con la ripresa postbellica di molta pittura italiana. Alle soglie degli anni Sessanta Bonacina ha ormai abbandonato tutti i referenti figurativi in favore di un'astrazione segnica, che caratterizza tutta la produzione della piena maturita. Bibliografia: Verga G., Mostra di un novecentista a Palazzo Bonzi, in ?La voce di Crema?, Crema, 27 dicembre 1930; IV Esposizione d'Arte Sindacato Interprovinciale Fascista Belle Arti, (cat. della mostra: Trento) Trento, 1935; Piovan, C., La Quarta Sindacale d'Arte, in ?Trentino?, settembre-ottobre 1935; Gaifas E. (a cura di) Carlo Bonacina, (cat. della mostra, Rovereto), Rovereto 1944; Cinti I., Carlo Bonacina, Universita Popolare Trentina, Trento 1954; Grafica 1900-1950 Alto Adige Sudtirolo Tirolo Trentino, (cat. della mostra Bolzano, Trento, Innsbruck) Innsbruck 1981-1982, p. 250; Eccher D., Premio Stenico Carlo Bonacina, (cat. della mostra, Stenico), Trento, 1985; Belli G. (a cura di) Carlo Bonacina, Quaderno di documentazione, Trento, 1986; Situazioni arte nel Trentino dal '45, (cat. della mostra Trento), Milano, 1988, pp. 22-23; AA.VV., Una vita per la cultura Tredici illustri contemporanei raccontano, (Francescotti R./Carlo Bonacina)1992; Belli G., Eccher D., (a cura di) Carlo Bonacina l'opera, (cat. della mostra, Trento), Trento 1993-1994; Boschiero N., (a cura di) Carlo Bonacina, in Espressione e Oggettivita, (cat. della mostra Innsbruck, Trento, Bolzano) Innsbruck, 1994, pp. 138 - 145; Arte e stato. Le esposizioni sindacali nelle Tre Venezie (1927-1944), (cat. della mostra Trieste, Museo Revoltella, poi Trento, Palazzo delle Albere) Milano, 1997; Scudiero M. (a cura di), Arte trentina del '900, 1900-1950, Trento, 2000, p. 178; Chini E., Mich E., Pizzamano P. (a cura di), L'arte riscoperta. Opere delle collezioni civiche di Rovereto e dell'Accademia Roveretana degli Agiati dal Rinascimento al Novecento, Rovereto, 2000. ",2001
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=197566&Pag=62&IdSel=64,,artista,Bonazza Luigi,01/02/1877,,Arco,"Nasce ad Arco il 1 febbraio 1877. Tra il 1893 e il 1897 frequenta con ottimi risultati l'Istituto Elisabettino di Rovereto. Contrariamente ad artisti trentini piu giovani che al termine dell'identica formazione scelgono di vivere in Italia, Bonazza si reca a Vienna dove si iscrive alla Hochkunstgewerbeschule nel 1897. Quest'esperienza influenzera tutta la sua vita artistica che lo vede abile incisore, pittore e decoratore murale, fine conoscitore di tecniche e di stili diversi. I suoi insegnanti sono Franz von Matsch e Felician von Myrbach, figure fondamentali nell' educazione del giovane Bonazza, orientato tuttavia verso gli artisti della secessione, Klimt in testa. E proprio sulla loro scia, attratto dall'atmosfera simbolista, l'artista esegue La leggenda d'Orfeo. L'opera appare in pubblico nel 1906 all'Esposizione Internazionale di Milano e nel 1907 alla XXIX Mostra della Secessione. Diplomato nel 1901, Bonazza continua a vivere a Vienna dove si mantiene come pittore di ritratti e illustratore incisore, attivita perfezionata proprio in questi anni, come testimoniano le tavole Jovis Amores, immediatamente successive all'Orfeo, opere anch'esse di soggetto mitologico. Solo nel 1912, nominato professore ordinario della Scuola Reale Superiore di Trento, Bonazza rientra nella provincia natale. Tra i fondatori del Circolo Artistico Trentino assieme all'amico Oddone Tomasi e altri, inizia a costruire la propria casa a Trento, interamente decorata con motivi d'ispirazione klimtiana per farne un luogo da consacrare all'arte. Nel 1915, scoppiata la guerra, l'artista si trasferisce a Milano dove apre uno studio; poco dopo viene assunto come disegnatore d'aerei presso le officine Caproni a Vizzola Ticino. Nel 1918, a guerra finita, stabilisce nuovamente a Trento, dove torna per insegnare e riprendere il progetto decorativo della sua casa, lavoro che lo assorbira per decenni. Gli anni Venti consolidano il successo di Bonazza, grazie alla sua partecipazione ad importanti mostre, alla Biennale (1920, 1922), a Ca' Pesaro e al Salone di Torino (1923). Alla fine del decennio si avvertono i primi sintomi di un progressivo isolamento, la giovane generazione rompe col circolo e Depero, Baldessari e Pancheri formano il Gruppo d'Avanguardia, accusando Bonazza d'accademismo. Vincitore di un concorso, decora nel 1932-33 il palazzo delle Poste costruito da Mazzoni con l'affresco Il ricevimento dei tre cardinali nel Palazzo a Prato ai tempi del Concilio. Dopo quest'opera l'artista si dedica sempre piu alla pittura di cavalletto, proseguendo l'attivita fino verso il 1960 quando accusa problemi alla vista che lo costringono ad abbandonare la pittura. Muore il 4 novembre 1965. Bibliografia Emert G. B., Dell'arte di Luigi Bonazza, in ""Trentino"", gennaio 1932; Esposizione del pittore Luigi Bonazza, (cat. della mostra, Trento), 1932; VI Esposizione Sindacale d'Arte, (cat. della mostra, Trento), Trento, 1937; Belzoni M., Arte e artigianato nelle sindacali trentine, in ?Trentino?, Trento, 1937; Emert G. B., Affreschi di Luigi Bonazza, in ""Trentino"", a. XIV, n. I, 1938; Emert G. B., Luigi Bonazza pittore- incisore, Vicenza, 1957; Wolf D., Luigi Bonazza pittore- incisore, in ?Trentino?, Trento, n.17, marzo 1968; Emert G.B. (a cura di) I Mostra postuma di Luigi Bonazza, (cat. della mostra, Trento) Trento, 1969; Grafica 1900-1950 Alto Adige Sudtirolo Tirolo Trentino, (cat. della mostra Bolzano, Trento, Innsbruck) Innsbruck 1981-1982, p. 47; Dall?impressionismo allo Jugendstil - Alto Adige - Tirolo - Trentino, (cat. della mostra, Innsbruck, Bolzano, Trento) Innsbruck, 1983, pp. 232-239; Bossaglia R. (a cura di) Luigi Bonazza (1877-1965), (cat. della mostra Trento, poi Vienna) Trento, 1984; Belli G., Marzari G., Boschiero N., Pettenella P., (a cura di) Artisti del '900. Protagonisti di Rovereto, (cat. della mostra, Rovereto) Rovereto, 1991. Bortolatto L., (a cura di), Arte Italiana 1895-1952 dai Musei Triveneti, (cat. della mostra Praha poi Budapest, poi Treviso, ) 1991; Kunst und Diktatur, (cat. della mostra Wien, Künstlerhaus), presentazione di Jan Tabor, 1994; Boschiero N., (a cura di) Carlo Bonacina, in Espressione e Oggettivita, (cat. della mostra Innsbruck, Trento, Bolzano) Innsbruck, 1994, pp. 146-151; Arte e stato. Le esposizioni sindacali nelle Tre Venezie (1927-1944), (cat. della mostra Trieste, Museo Revoltella, poi Trento, Palazzo delle Albere) Milano, 1997; Degasperi F., Nicoletti G., Pisetta R. (a cura di), Dizionario degli artisti trentini tra ?800 e ?900, Edizioni Il Castello, Trento, 1998, pp. 82-89; Scudiero M. (a cura di), Arte trentina del '900, 1900-1950, Trento, 2000, pp. 178-179; Chini E., Mich E., Pizzamano P., (a cura di), L'arte riscoperta. Opere delle collezioni civiche di Rovereto e dell'Accademia Roveretana degli Agiati dal Rinascimento al Novecento, Rovereto, 2000, pp. 111, 228, 229, 274, 284. ",04/11/1965
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50576&Pag=63&IdSel=64," Rottura secolare dell'unita della penisolaIl Settecento roveretanoI pp. francescani, studiosi di storia patria",,Bonelli Benedetto,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50667&Pag=64&IdSel=64, La cultura trentina a cavallo dei due secoli,,Bonomi Agostino,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50529&Pag=65&IdSel=64,,compositore,Bonporti Francesco Antonio,1672,,Trento,"La storia della riscoperta moderna della riservata grandezza bonportiana passa attraverso un riconoscimento precoce di un suo grandissimo contemporaneo ed una svista musicologica: alcune delle Invenzioni op. X ebbero gia nel ?700 una certa diffusione, e copiate da J. S. Bach per suo studio, furono a lui attribuite nella prima edizione critica dei suoi opera omnia. Successivamente venne chiarito l?equivoco e prese avvio l?interesse per il musicista trentino che si e sempre mantenuto discretamente vivo, sia sul versante delle ricerche storico-biografiche, ad opera soprattutto dei musicologi trentini Renato e Clemente Lunelli, che su quello stilistico ed esecutivo (A. Schering, G. Barblan, H. Hutchings). Appartenente ad una famiglia dimorante a Trento da due secoli, il padre, avvocato, ebbe interessi musicali provati dall?esistenza di un suo libretto per un?opera in musica (1662). Compiuti gli studi presso i Gesuiti a Trento, F. A. Bonporti li prosegui all?Universita di Innsbruck in fisica e metafisica. Dal 1691 al 1695 studio teologia al Collegio Germanico di Roma ove prese gli ordini del suddiaconato e del diaconato. Contemporaneamente pare abbia studiato composizione con Ottavio Pitoni e violino con Arcangelo Corelli o il migliore allievo di questi, Matteo Fornari. Visse quasi esclusivamente a Trento, pur desiderando almeno inizialmente ritornare a Roma, e, come si ricava dalle lettere e le dediche delle sue musiche, cerco vanamente protezione per la sua carriera ecclesiastica e, di riflesso, musicale. Investito di un beneficio ecclesiastico per il coro della cattedrale, non fece mai parte ufficiale della cappella musicale del duomo, benché dichiarasse nel 1699 di suonarvi gratuitamente. La cappella dell'antica cattedrale costituiva il fulcro dell'attivita musicale del principato-vescovile, ed aveva avuto notevole rinomanza nel Quattrocento, quando da quell'ambiente erano scaturiti i famosi sette codici polifonici, tuttora considerati uno dei principali tesori del patrimonio musicale europeo. Successivamente la corte vescovile aveva dato il meglio di sé in occasione del Concilio (1542-1563), con il mecenatismo del cardinale Cristoforo Madruzzo e, tra Cinque e Seicento, con quello dei nipoti suoi successori (Ludovico, Carlo Gaudenzio, Carlo Emanuele). Quando Bonporti iniziava la sua carriera poteva contare su una buona tradizione violinistica, anche se non cospicua. Tra la prima e la seconda meta del Seicento affiorano pochi nomi di musicisti della cappella, che sul finire del secolo si attesta attorno alle 14 unita (7-8 cantori, 3-4 violinisti, un violone, piu l'organista e maestro di cappella, che prestavano la loro opera anche in diverse altre occasioni della vita musicale di Trento come ad esempio per gli oratori filippini in S. Maria Maggiore). Durante la carriera di Bonporti, fino ad oltre la meta del Settecento, sotto la direzione di vari maestri - il bresciano Pietro Agliardi, il romano Antonio Quintavalle, il trentino Carlo Antonio Prati - la cappella del duomo non muta sostanzialmente organico, confermato anche dal repertorio che si deduce da un inventario del 1792. A parte la presenza del Bonporti stesso con i suoi mottetti opera III, e dei maestri di cappella citati, il repertorio infatti si presenta quasi esclusivamente italiano, e segnatamente padano, veneto, lombardo ed emiliano, con autori quali Bassani, Legrenzi, Cossoni, Colonna, con opere a poche voci e soli archi concertanti con basso continuo per l'organo, una sola raccolta di sonate (Sonate a tre opera 6 di G. M. Bononcini, 1677). Presenze episodiche sul finire del '600 (J. M. Gletle, Augusta 1684), gli autori non italiani affiorano solo a meta Settecento, di norma sempre con organici e generi adatti ad esigenze ridotte, tranne l'aggiunta di trombe in un caso (M. Königsperger di Regensburg, e altri autori della Germania meridionale quali J. A. Kobrich e B. Geisler). La cappella del duomo si sarebbe allargata stabilmente (oboi, corni, flauti, trombe e timpani) solo alla fine del Settecento, sotto la direzione di G. B. Runcher (1714-1791) quando parallelamente, nella vicina Rovereto veniva chiusa l'orchestra di San Marco, finanziata dalla comunita, che tale organico possedeva almeno dalla meta del secolo, sotto la direzione di D. Pasqui (1722-1780). Se si eccettuano sporadiche testimonianze, via via piu frequenti nella seconda meta del Settecento, la vita musicale anche cameristica e teatrale del principato ruotava attorno alla corte vescovile e alla sua cappella musicale. Bonporti si stacco da questa realta probabilmente solo per poter seguire da vicino la stampa delle sue opere, in particolare a Bologna (1712), ma spero in incarichi di corte a Vienna, per limitarsi poi a chiedere un canonicato a Trento: la vicenda relativa a quest?ultimo si trascino parecchi anni per chiudersi negativamente e definitivamente nel 1739. Fin dai primi del secolo quasi a ridosso delle prime edizioni italiane e talora forse anche a sua insaputa, a Londra, a Parigi e ad Amsterdam vedevano la luce le ristampe di quasi tutte le sue opere, segno di un apprezzamento generale tutt'altro che casuale. L'opera X, le famose Invenzioni a violino solo dedicate a Carlo VI imperatore, ebbe anche il titolo La Pace con riferimento alle paci di Utrecht e Rastadt del 1713-1714. Trascorse gli ultimi anni a Padova, pur essendo testimoniato anche a Trento per questioni ereditarie e famigliari. Del 1746 e l?ultima sua lettera all?imperatrice Maria Teresa, volta a chiedere ancora un appoggio per il canonicato a Trento. Si spense a Padova, ove fu sepolto nella basilica del Santo, lasciando meta dei beni agli eredi legittimi e meta ai poveri di Trento: fra gli oggetti musicali inventariati di sua proprieta figurava solo un violino. La vicenda umana del Bonporti appare dunque segnata da una sorte avversa che solo a tratti pare rasserenata da alcuni bagliori di soddisfazione artistica, come ci dicono le lettere in cui afferma che le sue Invenzioni erano state suonate dal grande Francesco Maria Veracini alla corte di Düsseldorf (1715), oppure che aveva inviato sue composizioni al re d?Inghilterra (1716), o di aver composto una messa (non piu rintracciata) ad istanza del principe-vescovo di Schönborn (1724). Quale riconoscimento per aver ricevuto in dedica l'opera X, l?imperatore Carlo VI gli conferi il puramente onorifico diploma di famigliare aulico, fatto che trasse in inganno i suoi primi biografi, i quali lo diedero per residente alla corte di Vienna. Non si conosce peraltro alcuna testimonianza diretta sulla sua attivita esecutiva, che al pari di quella compositiva egli comunque pare non aver mai voluto sottolineare come professionale, definendosi spesso, nei frontespizi, analogamente ai grandi veneti Marcello ed Albinoni, «dilettante di musica», «nobile» o «gentiluomo di Trento». Dal 1696 al 1712 pubblico dieci raccolte, tutte esclusivamente strumentali (archi e basso continuo), tranne l'opera III, costituita da sei mottetti per soprano e archi (1701). Le ultime due opere (XI e XII) non sono datate sulla stampa: la prima, in un'esemplare napoletano, reca manoscritto l?anno 1714, la seconda e nota in una edizione tedesca databile al 1736. Un?Aria cromatica e variata manoscritta porta la data del 1720. La critica musicologica oggi non manca di sottolineare come l?isolamento umano ed artistico di Bonporti, con la lontananza dalle varie correnti musicali dell?epoca, gli valsero in realta una liberta d?ispirazione e una individualita stilistica di grande rilievo, che, pur nei confini del linguaggio formale del suo tempo, si caratterizza per una fluente e sempre originale invenzione musicale e strutturale. Fra i suoi tratti singolari vanno annoverati il ?recitativo? strumentale, mutuato da Bonporti dalla musica vocale - successivamente impiegato anche da F. J. Haydn -, e una ricerca armonica di grande interesse. Nella tecnica violinistica, come nella conduzione della struttura del concerto per archi (op. XI), Bonporti muove dalla scuola corelliana per affermare una sua propria logica esecutiva e compositiva, introducendo la grande liberta del recitativo e la stimolante natura dialogica di quella che sara la sinfonia concertante. Bibliografia essenziale W. WOLFFHEIM, Bachiana «Bach-Jahrbuch», 7 (1911). A. SCHERING, Geschichte des Instrumentalkonzerts bis auf die Gegenwart, Leipzig, 1927. G. BARBLAN, Un musicista trentino: F.A. Bonporti (1672-1749). La vita e le opere, Firenze, 1940. H. HUTCHINGS, The Baroque Concerto, London, 1961. R. LUNELLI, La musica nel Trentino dal XV al XVIII secolo (Voci della Terra Trentina, 4), Trento, 1967. C. LUNELLI, La corrispondenza bonportiana, Le opere nelle prime edizioni e Musicisti del Settecento nel Trentino, in Francesco A. Bonporti nel 3o centenario della nascita, Trento, 1972. L. FEININGER, Francesco Antonio Bonporti. Catalogus Thematicus Operum Omnium, Societas Universalis Sanctae Ceciliae, Trento, 1975. H. HUTCHINGS, Bonporti's works for violin, «The Strad», 1980. F. BALLARDINI, Storia e storiografia: il caso Bonporti, in Musica e societa nella storia trentina, a cura di R. Dalmonte, Trento, 1994, pp. 281-306.",1749
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50772&Pag=66&IdSel=64, I maestri di grammatica,,Bonvesin da Riva,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50758&Pag=67&IdSel=64, Studiosi trentini in Austria e in Italia,,Borsieri Giovanni Battista,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50669&Pag=68&IdSel=64, La cultura trentina a cavallo dei due secoliLa cultura delle riviste e degli annuari,,Bresadola Giacomo,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50402&Pag=69&IdSel=64, I lavori dietali e la riforma elettorale provinciale,deputato dietale,Brugnara Luigi,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50403&Pag=70&IdSel=64, Le trattative diplomatiche per la cessione del Trentino e l?entrata in guerra dell?Italia,ambasciatore austriaco,Bulow Bernhard von,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=197567&Pag=71&IdSel=64,,artista,Cainelli Carlo,23/05/1896,,Rovereto,"Nasce a Rovereto il 23 maggio 1896. Rimasto orfano del padre in tenerissima eta, frequenta la Scuola Reale Elisabettina a Rovereto, allievo di Luigi Comel e Luigi Ratini. Nel maggio del 1915 termina il corso di studi e si trasferisce a Firenze dove s'iscrive all'Accademia di Belle Arti. Stabilitosi a Firenze, compie, in seguito, numerosi viaggi di studio e di lavoro in diverse localita, quali S. Gimignano, Siena, Orvieto, Lucca, Roma e Trento. Verso la fine del 1918 partecipa all'Esposizione ?Francesco Francia? di Bologna, vincendo il primo premio per l'acquaforte Via di Galuzza, Siena. Gli anni '20 sono caratterizzati da un'intensa partecipazione ad esposizioni. Venne invitato alla Biennale di Venezia del 1920, 1922 e 1923; quindi alle Biennali Romane del 1921 e del 1923; come pure alle esposizioni di Brera, a Milano del 1918, 1920, 1922 e 1923. Espone, inoltre alla Mostra d'Arte Moderna di Tornio del 1921, 1923, 1924 e 1925 della Societa Amici dell'Arte. Nel 1922 e presente all' Esposizione Primaverile di Firenze; alla Mostra d'Arte della Venezia Tridentina di Bolzano e in seguito all'Esposizione Internazionale di Arti Decorative di Monza. Muore improvvisamente di broncopolmonite a soli 29 anni il 7 febbraio 1925. Dopo la sua scomparsa molte sono state le testimonianze di stima nei confronti di questo artista vissuto cosi brevemente: nel novembre 1925 Wenter Marini e Riccardo Maroni gli dedicano un?importante retrospettiva; nel 1946 la citta di Trento commemora il cinquantenario della nascita, piu recentemente Rovereto, sua citta natale ha ospitato la grande mostra del centenario nel 1995. Le sue incisioni rappresentano le creazioni piu interessanti, l?ambito in cui l?artista si confronta con la tecnica caricando il segno inciso di uno spessore tridimensionale; il risultato ottenuto da una serie d?interventi in successione. Bibliografia Wenter Marini G., Per l?anniversario della morte di Carlo Cainelli, in ?Il nuovo Trentino?, 7 febbraio 1926; VI Mostra Sindacale della Venezia Tridentina retrospettiva, (cat. della mostra Trento, Scuole Raffaello Sanzio), Trento, 1937; Depero F., Fortunato Depero nelle opere e nella vita, Trento, 1940, p.368; Zampetti G.P., Graziola E., (a cura di), Mostra retrospettiva di Carlo Cainelli nel cinquantenario della nascita, (cat. della mostra Galleria d'Arte, Trento), Trento 1946; Maroni R., Carlo Cainelli, incisore e pittore, C. A. T., Trento, 1951; Grafica 1900-1950 Alto Adige Sudtirolo Tirolo Trentino, (cat. della mostra Bolzano, Trento, Innsbruck) Innsbruck 1981-1982; pp. 140-143; Belli G., Marzari G., Boschiero N., Pettenella P., (a cura di) Artisti del '900. Protagonisti di Rovereto, (cat. della mostra Rovereto) Rovereto, 1991; Scudiero M., Carlo Cainelli. Mostra retrospettiva 1917/1925, (cat. della mostra, Rovereto) Rovereto, 1994; Carlo Cainelli 1896-1925. Incisioni, dipinti e disegni, (cat. della mostra, Firenze) 1995; Mostra del centenario della nascita 1896-1996, (cat. della mostra, Rovereto, Palazzo Todeschi) 1996; Arte e stato. Le esposizioni sindacali nelle Tre Venezie (1927-1944), (cat. della mostra Trieste, Museo Revoltella, poi Trento, Palazzo delle Albere) Milano, 1997; Cainelli C. (a cura di), Carlo Cainelli 1896-1925 Il segno e il colore. (cat. della mostra, Corbetta), 1999; Degasperi F., Nicoletti G., Pisetta R., (a cura di), Dizionario degli artisti trentini tra ?800 e ?900, Edizioni Il Castello, Trento, 1998, pp. 102-107; Cainelli C. (a cura di), Carlo Cainelli 1896-1925 Il segno e il colore. (cat. della mostra, Corbetta) 1999; Scudiero M. (a cura di), Arte trentina del '900, 1900-1950, Trento, 2000, pp. 179-180; Chini E., Mich E., Pizzamano P., (a cura di), L'arte riscoperta. Opere delle collezioni civiche di Rovereto e dell'Accademia Roveretana degli Agiati dal Rinascimento al Novecento, Rovereto, 2000. a cura di Nicoletta Boschiero - Museo d'arte moderna e contemporanea di Trento e Rovereto",07/021925
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50731&Pag=72&IdSel=64," La fase della ""conciliazione"": due case sotto uno stesso tetto",,Calepino dei Calepini,,,,,
