remoteId;published;modified;Nome;"Abstract (descrizione in breve)";Descrizione;Competenze;"Scheda della struttura";"Orario per il pubblico";Immagine;"Tipologia della Struttura";"Servizio di appartenenza";"Incarico di appartenenza";"Ufficio di appartenenza";"Struttura di appartenenza";"Area di appartenenza";Circoscrizione;"Telefono segreteria";Fax;"Indirizzo e-mail";"Indirizzo e-mail secondario";"Indirizzo e-mail certificata";Sede;Indirizzo;CAP;"Identificativo DB AS400 struttura (univoco)";"Codice identificativo della struttura AS400";"Codice del servizio (primo livello) AS400";"Codice dell'incarico (secondo livello) AS400";"Codice dell'ufficio (terzo livello) AS400";"Codice della struttura (quarto livello) AS400";"Codice altra struttura (quinto livello) AS400";"Data inizio validità";"Data fine validità";lat;lon;address
struttura390;2016-01-11T00:00:00+01:00;2017-08-21T11:03:44+02:00;"Ufficio Educazione Stradale";;;;;"L'ufficio non è aperto al pubblico";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area amministrativa e contenzioso";"Sezione comando";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889140;0461889109;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;390;0;6;;1;1;5;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura388;2016-01-11T00:00:00+01:00;2017-08-21T11:00:50+02:00;"Ufficio Contabilità e Acquisti";;;;;"L'ufficio non è aperto al pubblico";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area amministrativa e contenzioso";"Sezione comando";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889180;0461889109;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;388;0;6;;1;1;3;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura405;2016-01-11T00:00:00+01:00;2017-08-21T12:15:05+02:00;"Ufficio Pubblici Esercizi";;;;;"L'ufficio è aperto al pubblico dal lunedì al venerdì dalle ore 07.00 alle 09.00 o su appuntamento.";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";"Sezione polizia amministrativa";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889260;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;405;0;6;;2;2;2;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura380;2016-01-11T00:00:00+01:00;2017-08-21T12:50:07+02:00;"Nucleo Polizia Giudiziaria";;;;;"L'ufficio è aperto al pubblico solo su appuntamento";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;;"Posizione in staff comando";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889230;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;380;0;6;;;1;1;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura399;2016-01-11T00:00:00+01:00;2017-08-21T12:16:49+02:00;"Ufficio Centrale Radio -Raccordo Unità Operativa";;;;;"L'ufficio non è aperto al pubblico.";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";"Sezione servizi esterni";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889221;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;399;0;6;;2;1;1;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura400;2016-01-11T00:00:00+01:00;2017-08-21T12:18:46+02:00;"Ufficio Coordinamento Attività Esterne";;;;;"L'uffico è aperto solo  su appuntamento.";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";"Sezione servizi esterni";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889200;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;400;0;6;;2;1;2;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura401;2016-01-11T00:00:00+01:00;2017-08-21T12:24:12+02:00;"Ufficio Viabilità - Pronto Intervento";;;;;"L'ufficio non è aperto al pubblico.";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";"Sezione servizi esterni";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889111;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;401;0;6;;2;1;3;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura383;2016-01-11T00:00:00+01:00;2017-08-21T12:33:42+02:00;"Aliquota Procura";;;;;"L'ufficio non è aperto al pubblico.";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;;"Posizione in staff comando";;"Circoscrizione n. 12 - Centro storico - Piedicastello";;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;383;0;6;;;1;4;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura402;2016-01-11T00:00:00+01:00;2017-08-21T12:21:06+02:00;"Ufficio Polizia di Prossimità";;;;;"L'ufficio è aperto solo su appuntamento.";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";"Sezione servizi esterni";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889210;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;402;0;6;;2;1;4;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura403;2016-01-11T00:00:00+01:00;2017-08-21T12:22:28+02:00;"Ufficio Servizi";;;;;"L'ufficio non è aperto al pubblico.";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";"Sezione servizi esterni";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889120;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;403;0;6;;2;1;5;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura379;2016-02-02T00:00:00+01:00;2017-09-29T20:05:02+02:00;"Posizione in staff comando";;;;;;;"Altra struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;;;;"Circoscrizione n. 12 - Centro storico - Piedicastello";;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;379;0;6;;;1;;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura391;2016-02-02T00:00:00+01:00;2017-09-29T20:05:04+02:00;"Sezione comando";;;;;;;"Altra struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area amministrativa e contenzioso";;;"Circoscrizione n. 12 - Centro storico - Piedicastello";;0461889109;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;391;0;6;;1;1;;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura392;2016-02-02T00:00:00+01:00;2017-09-29T20:05:04+02:00;"Sezione studi e contenzioso";;;;;;;"Altra struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area amministrativa e contenzioso";;;"Circoscrizione n. 12 - Centro storico - Piedicastello";;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;392;0;6;;1;2;;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura393;2016-02-01T00:00:00+01:00;2017-09-29T20:05:04+02:00;"Sezione servizi esterni";;;;;;;"Altra struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";;;"Circoscrizione n. 12 - Centro storico - Piedicastello";;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;393;0;6;;2;1;;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura394;2016-02-01T00:00:00+01:00;2017-09-29T20:05:05+02:00;"Sezione polizia amministrativa";;;;;;;"Altra struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";;;"Circoscrizione n. 12 - Centro storico - Piedicastello";;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;394;0;6;;2;2;;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura395;2016-01-11T00:00:00+01:00;2017-08-22T20:05:01+02:00;"Ufficio Studi e Pianificazione Viabilità";;;;;"L'ufficio non è aperto al pubblico";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area amministrativa e contenzioso";"Sezione studi e contenzioso";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889301;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;395;0;6;;1;2;1;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura397;2016-02-01T00:00:00+01:00;2017-01-04T20:05:09+01:00;"Ufficio Procedure Sanzionatorie";;;;;"Gli uffici sono aperti al pubblico dal lunedì al venerdì dalle ore 8.30 alle ore 12.30";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area amministrativa e contenzioso";"Sezione studi e contenzioso";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889310;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;397;0;6;;1;2;3;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura404;2016-02-01T00:00:00+01:00;2017-01-04T20:05:12+01:00;"Ufficio Commercio";;;;;"Gli uffici sono aperti al pubblico dalle ore 07.00 alle ore 09.00";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";"Sezione polizia amministrativa";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889250;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;404;0;6;;2;2;1;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura406;2016-02-01T00:00:00+01:00;2017-01-04T20:05:13+01:00;"Ufficio Accertatori";;;;;"L'ufficio è aperto al pubblico dal lunedì al venerdì dalle 10.00 alle 12.00";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";"Sezione polizia amministrativa";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889170;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;406;0;6;;2;2;3;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura407;2016-02-01T00:00:00+01:00;2017-01-04T20:05:13+01:00;"Ufficio Infortunistica";;;;;"L'ufficio è aperto al pubblico dal lunedì al venerdì dalle ore 08.00 alle 12.00";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";"Sezione polizia amministrativa";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889240;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;407;0;6;;2;2;4;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura408;2016-02-01T00:00:00+01:00;2017-01-04T20:05:13+01:00;"Servizio Micologico";;;;;;;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";"Sezione polizia amministrativa";;"Circoscrizione n. 12 - Centro storico - Piedicastello";;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;408;0;6;;2;2;5;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura409;2016-02-02T00:00:00+01:00;2017-01-04T20:05:14+01:00;"Servizio Piste";;;;;;;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area servizi sul territorio";"Sezione servizi esterni";;"Circoscrizione n. 12 - Centro storico - Piedicastello";;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;409;0;6;;2;1;6;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura396;2016-01-11T00:00:00+01:00;2017-09-12T11:41:51+02:00;"Ufficio Permessi e Varchi";;;;;"L'ufficio è aperto al pubblico lunedì, martedì, mercoledì e venerdì dalle 8.30 alle 12.30Il giovedì dalle 8.30 alle 13.00.";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area amministrativa e contenzioso";"Sezione studi e contenzioso";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889160;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;396;0;6;;1;2;2;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura205;2009-10-30T09:55:10+01:00;2011-11-11T21:40:07+01:00;"Serre comunali";;;;;;;"Ulteriore struttura";"GESTIONE STRADE E PARCHI";;"Parchi e giardini";;"AREA TECNICA E DEL TERRITORIO";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";"0461-884528 0461-884541";;;;;"UFFICI COMUNALI E SERRE ""MASO SCHMALZL""";"VIA DEL MASO SMALZ, 3  ";38122;205;205;27;0;1;0;1;2009-01-01T00:00:00+01:00;1970-01-01T00:59:59+01:00;46.053134;11.115962;"VIA DEL MASO SMALZ, 3   "
struttura387;2016-01-11T00:00:00+01:00;2018-02-20T08:47:25+01:00;"Ufficio Segreteria Comando";;;;;"Gli uffici sono aperti al pubblico dal lunedì al venerdì dalle ore 08.00 alle 12.00.Il giovedì l'orario è dalle ore 7.30 alle 13.00.Il sabato su appuntamento.Per occupazione plateatici l'orario al pubblico è il martedì e il giovedì  dalle 08.30 alle 12.00.";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area amministrativa e contenzioso";"Sezione comando";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889150;0461889109;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;387;0;6;;1;1;2;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura122;2008-01-01T00:00:00+01:00;2017-01-02T20:05:19+01:00;"Il Piccolo Girasole - Marnighe";"Nido d'infanzia comunale";"Vedi informazioni dettagliate";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/il-piccolo-girasole-marnighe/2924085-2-ita-IT/Il-Piccolo-Girasole-Marnighe.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 06 - Argentario";0461-236528;0461-236528;cognola@citta-futura.it;;;"ASILO NIDO ""IL PICCOLO GIRASOLE"" (MARNIGHE)COGNOLA";"VIA CARLO E VALERIA JULG, 40  ";38121;122;122;18;;1;4;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.077411;11.141737;"VIA CARLO E VALERIA JULG, 40   "
struttura398;2016-01-11T00:00:00+01:00;2018-03-13T11:32:38+01:00;"Ufficio Ricorsi";;;;;"Gli uffici sono aperti al pubblico dal lunedì al venerdì dalle ore 8.30 alle ore 12.00 L'ufficio Sanzioni Trentino Trasporti è aperto  al pubblico il martedì e il giovedì  dalle 08.30 alle 12.00.";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;"Area amministrativa e contenzioso";"Sezione studi e contenzioso";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889340;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;398;0;6;;1;2;4;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura139;2008-01-01T00:00:00+01:00;2017-01-02T20:05:28+01:00;Gardolo;"Nido d'infanzia comunale";"Vedi informazioni dettagliate";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/gardolo2/2924063-3-ita-IT/Gardolo.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 01 - Gardolo";0461-994364;0461-994364;nido.gardolo@bellesini.it;;;"ASILO NIDO DI VIA 4 NOVEMBRE/RIENZA GARDOLO (PAT)";"VIA 4 NOVEMBRE, 98  B";38121;139;139;18;;1;21;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.101006;11.112736;"VIA 4 NOVEMBRE, 98  B "
struttura451;2017-06-29T00:00:00+02:00;2018-04-24T20:05:03+02:00;Semplificazione;;;;;;;"Altra struttura";"DIREZIONE GENERALE";;;;;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-884167;;semplificazione@comune.trento.it;;;"EDIFICIO ""CASA DEL CAPITOLO"" VIA BELENZANI 18";"VIA R. BELENZANI, 18  ";38122;451;0;5;;;1;;2017-06-29T00:00:00+02:00;2050-12-31T00:00:00+01:00;46.069314;11.12109;"VIA R. BELENZANI, 18   "
struttura118;2008-01-01T00:00:00+01:00;2018-09-21T11:35:17+02:00;"Argentario - Povo - Villazzano";"Polo sociale Argentario Povo Villazzano: recapiti telefonici impiegati e assistenti sociali, ubicazione uffici, orario per il pubblico, modalità appuntamenti...";"Struttura organizzativa
Segreteria: Ceschini Vittorina - Vantini Giorgia
Personale amministrativo: Ciurletti Diego
Coordinatrice: Malpaga CristinaEducatore professionale: Ianes ElsaAssistenti socialiArea adulti e anziani


Nicolodi Paola

Toller Silvana

Zanella Mirta


Area minori e famiglie


Motta Martina

Winterle Ivano


";;;"Sede di Povo
Via della Resistenza, 61/Ftelefono 0461 - 889960


lunedì, martedì, mercoledì 8.30 - 12.30

giovedì 10.00 - 12.00 / 13.30 - 16.00

venerdì 8.30 - 12.00


";;"Polo Sociale";"ATTIVITA' SOCIALI";;"Poli sociali";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 07 - Povo";"Povo 0461-889960";0461-889961;;;;"CENTRO POLIFUNZIONALE PER ANZIANI ""VILLA CAVAGNA""";"VIA DELLA RESISTENZA, 61  ";38123;118;118;15;;1;5;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.066588;11.157017;"VIA DELLA RESISTENZA, 61   "
struttura47;2008-01-01T00:00:00+01:00;2018-10-27T20:05:02+02:00;"Centro storico Piedicastello";"Informazioni sul 						
					                Consiglio circoscrizionale e sull'attività 
    
nella Circoscrizione.";;;;"Servizio anagrafe e certificazionimartedì, giovedì e venerdì dalle 8.00 alle 12.00";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-889930;0461-889931;circoscrizione.centrostoricopiedicastello@comune.trento.it;;;"CENTRO CIVICO CORSO BUONARROTI";"C.SO M. BUONARROTI, 45  ";38122;47;47;11;;1;12;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.073981;11.118936;"C.SO M. BUONARROTI, 45   "
struttura453;2018-11-01T00:00:00+01:00;2018-11-06T20:05:02+01:00;"Ufficio Nucleo Autotrasporto";;;;;;;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;;"Posizione in staff comando";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889190;;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;453;0;6;;;1;5;2018-11-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura128;2008-01-01T00:00:00+01:00;2018-11-08T20:05:02+01:00;Clarina;"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/clarina/2924095-2-ita-IT/Clarina.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 10 - Oltrefersina";0461-925060;0461-925060;nido.clarina@progestrento.it;;;"ASILO NIDO ""CLARINA""";"VIA L. EINAUDI, 24  ";38123;128;128;18;;1;10;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.052274;11.126835;"VIA L. EINAUDI, 24   "
struttura135;2008-01-01T00:00:00+01:00;2018-11-08T20:05:02+01:00;Meano;"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/meano2/2924072-2-ita-IT/Meano.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 02 - Meano";0461-950398;0461-956445;meano@citta-futura.it;;;"SCUOLA MATERNA ""PARTELLONI"" E NIDO A MEANO";"VIA DELLE SUGARINE, 38  ";38121;135;135;18;;1;17;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.125568;11.116221;"VIA DELLE SUGARINE, 38   "
struttura381;2016-01-11T00:00:00+01:00;2018-11-13T10:46:23+01:00;"Nucleo Operativo Ambientale";;;;;"L'ufficio è aperto al pubblico dal lunedì al venerdì dalle 07.30 alle 09.00.";;"Ulteriore struttura";"CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE";;;"Posizione in staff comando";;"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889280;0461889109;;;poliziam.comune.tn@cert.legalmail.it;"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI";"VIA E. MACCANI, 148  ";38121;381;0;6;;;1;2;2016-01-11T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.091015;11.10881;"VIA E. MACCANI, 148   "
struttura123;2008-01-01T00:00:00+01:00;2018-12-28T20:05:03+01:00;"S. Giuseppe";"Nido d'infanzia comunale";"Vedi 						
					                informazioni dettagliate
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/s.-giuseppe/2924084-2-ita-IT/S.-Giuseppe.jpg;"Nido d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Servizi per l'infanzia";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";0461-914014;0461-914014;asilonido.sgiuseppe@comune.trento.it;;;"ASILO NIDO S. GIUSEPPE";"VIA G. GIUSTI, 54  ";38122;123;123;18;;1;5;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.058942;11.117736;"VIA G. GIUSTI, 54   "
struttura153;2008-01-01T00:00:00+01:00;2018-12-28T20:05:06+01:00;"San Martino";"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;/var/comunetn/storage/images/comune/organizzazione-comunale/organigramma/articolazioni-interne/san-martino/2924150-3-ita-IT/San-Martino.jpg;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-237516;0461-237516;circolo.coordinamento03@provincia.tn.it;;;"SCUOLA MATERNA ""S.MARTINO""";"VIA DELLA PREDARA, 16  ";38121;153;153;18;;2;11;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.074772;11.126332;"VIA DELLA PREDARA, 16   "
